Orthogroup	Dgub_JAMKOV01	D_mel_protein
OG0004113	KAI8039152.1	FBpp0293005, FBpp0072879
OG0004116	KAI8040987.1	FBpp0074833, FBpp0305858, FBpp0312574
OG0004117	KAI8041354.1	FBpp0310151
OG0004118	KAI8039406.1	FBpp0305097, FBpp0072669, FBpp0288837
OG0004119	KAI8039388.1, KAI8040959.1	FBpp0073147, FBpp0073148
OG0004121	KAI8033453.1	FBpp0073774, FBpp0301953, FBpp0073773
OG0004124	KAI8036463.1	FBpp0428269, FBpp0428270, FBpp0428271
OG0004125	KAI8036429.1	FBpp0302583, FBpp0302585, FBpp0306415
OG0004126	KAI8035168.1	FBpp0112384
OG0004127	KAI8038246.1	FBpp0303665, FBpp0078880, FBpp0303666
OG0004128	KAI8038185.1	FBpp0111529, FBpp0303015, FBpp0303014
OG0004129	KAI8037666.1	FBpp0306274, FBpp0110418
OG0004130	KAI8037677.1	FBpp0085407, FBpp0298001
OG0004131	KAI8044201.1	FBpp0303154, FBpp0110205, FBpp0301018
OG0004132	KAI8044361.1	FBpp0084166, FBpp0306573
OG0004133	KAI8045326.1	FBpp0311046, FBpp0311047, FBpp0301782
OG0004135	KAI8044416.1	FBpp0291520, FBpp0081332
OG0004136	KAI8044260.1	FBpp0307228, FBpp0307229
OG0004137	KAI8045020.1	FBpp0304708, FBpp0304707, FBpp0293279
OG0004139	KAI8034379.1	FBpp0305378, FBpp0073521, FBpp0073522
OG0004142	KAI8036045.1	FBpp0309080, FBpp0070115, FBpp0309081
OG0004143	KAI8045954.1	FBpp0081142
OG0004144	KAI8046849.1	FBpp0083891, FBpp0300835, FBpp0300836
OG0004146	KAI8045792.1	FBpp0290641
OG0004147	KAI8046149.1	FBpp0306446, FBpp0084802
OG0004148	KAI8037559.1	FBpp0303467, FBpp0086798
OG0004149	KAI8035688.1	FBpp0075637, FBpp0087898, FBpp0087899
OG0004152	KAI8037582.1	FBpp0085328, FBpp0290901, FBpp0423126
OG0004153	KAI8037543.1	FBpp0311002, FBpp0311001
OG0004154	KAI8036585.1	FBpp0306952, FBpp0112436
OG0004155	KAI8042913.1	FBpp0079685, FBpp0293057
OG0004156	KAI8043240.1	FBpp0080974, FBpp0291173
OG0004158	KAI8043261.1	FBpp0309710, FBpp0080732, FBpp0309709
OG0004159	KAI8042987.1	FBpp0401606, FBpp0401607, FBpp0401605
OG0004160	KAI8033901.1	FBpp0308660, FBpp0070248, FBpp0402838
OG0004161	KAI8037197.1	FBpp0087956, FBpp0308273
OG0004164	KAI8033943.1	FBpp0303595, FBpp0312397, FBpp0303594
OG0004165	KAI8037168.1	FBpp0293654, FBpp0297509
OG0004166	KAI8034326.1	FBpp0311870, FBpp0071187
OG0004167	KAI8035131.1	FBpp0289582, FBpp0293678, FBpp0310885
OG0004168	KAI8034536.1, KAI8034535.1	FBpp0111841, FBpp0070173, FBpp0070166
OG0004191	KAI8036253.1	FBpp0352243, FBpp0309588, FBpp0099801, FBpp0302945
OG0004192	KAI8034067.1	FBpp0311882, FBpp0311884, FBpp0311885, FBpp0311883
OG0004196	KAI8042705.1	FBpp0079735, FBpp0309447
OG0004197	KAI8043757.1	FBpp0079766, FBpp0309454
OG0004198	KAI8043759.1	FBpp0309453, FBpp0079764
OG0004199	KAI8043198.1	FBpp0310217, FBpp0079785
OG0004201	KAI8042127.1	FBpp0309501, FBpp0077778
OG0004202	KAI8043681.1	FBpp0310471, FBpp0079747
OG0004203	KAI8042435.1	FBpp0310213, FBpp0079805
OG0004204	KAI8045756.1	FBpp0082488, FBpp0297356
OG0004205	KAI8042131.1	FBpp0079788, FBpp0310208
OG0004206	KAI8042130.1	FBpp0311114, FBpp0079812
OG0004207	KAI8042704.1	FBpp0309448, FBpp0079758
OG0004208	KAI8042786.1	FBpp0304342, FBpp0293782
OG0004209	KAI8042439.1	FBpp0079811, FBpp0310222
OG0004210	KAI8042706.1	FBpp0302980, FBpp0079736
OG0004211	KAI8043677.1	FBpp0111705, FBpp0079754
OG0004212	KAI8043393.1	FBpp0080910, FBpp0311732
OG0004213	KAI8043394.1	FBpp0080908, FBpp0311699
OG0004214	KAI8034676.1	FBpp0074516, FBpp0310565
OG0004216	KAI8043284.1	FBpp0111283
OG0004218	KAI8046837.1	FBpp0292147, FBpp0082104
OG0004220	KAI8036986.1	FBpp0087424, FBpp0308536
OG0004221	KAI8033116.1	FBpp0305852, FBpp0088256
OG0004222	KAI8037604.1	FBpp0071751, FBpp0071752
OG0004224	KAI8037594.1	FBpp0071756, FBpp0308622
OG0004225	KAI8037599.1	FBpp0309752, FBpp0071731
OG0004226	KAI8037581.1	FBpp0309756, FBpp0309755
OG0004227	KAI8037473.1	FBpp0086772, FBpp0311787
OG0004228	KAI8037429.1	FBpp0307255
OG0004229	KAI8037423.1	FBpp0085364, FBpp0307275
OG0004230	KAI8037376.1	FBpp0086769, FBpp0086770
OG0004232	KAI8042641.1	FBpp0077236
OG0004233	KAI8043623.1	FBpp0308649, FBpp0077232
OG0004235	KAI8046499.1	FBpp0082204, FBpp0290871
OG0004236	KAI8042239.1	FBpp0077203, FBpp0306862
OG0004237	KAI8035365.1	FBpp0306381, FBpp0077154
OG0004238	KAI8042279.1	FBpp0311704, FBpp0077251
OG0004239	KAI8042280.1	FBpp0305448, FBpp0077214
OG0004240	KAI8042201.1	FBpp0077259, FBpp0077260
OG0004241	KAI8042200.1	FBpp0077261
OG0004244	KAI8042274.1	FBpp0428190, FBpp0428189
OG0004245	KAI8043288.1	FBpp0304680, FBpp0077282
OG0004246	KAI8043752.1	FBpp0077258, FBpp0309921
OG0004247	KAI8042642.1	FBpp0291586, FBpp0308648
OG0004248	KAI8043742.1	FBpp0113016, FBpp0305447
OG0004249	KAI8042189.1	FBpp0077206, FBpp0309920
OG0004250	KAI8043248.1	FBpp0077221, FBpp0308647
OG0004251	KAI8043247.1	FBpp0402802, FBpp0077245
OG0004252	KAI8042640.1	FBpp0077234, FBpp0312172
OG0004253	KAI8043766.1	FBpp0077213, FBpp0311456
OG0004254	KAI8044797.1	FBpp0111820, FBpp0083913
OG0004256	KAI8046839.1	FBpp0293286, FBpp0082058
OG0004257	KAI8046840.1	FBpp0311237, FBpp0082069
OG0004258	KAI8045040.1	FBpp0082076, FBpp0310760
OG0004259	KAI8038206.1	FBpp0288720, FBpp0311179
OG0004260	KAI8035584.1	FBpp0073975, FBpp0073976
OG0004261	KAI8044800.1	FBpp0083851, FBpp0306915
OG0004262	KAI8035568.1	FBpp0089414, FBpp0402790
OG0004263	KAI8033479.1	FBpp0311890, FBpp0111444
OG0004264	KAI8033284.1	FBpp0311892, FBpp0074444
OG0004265	KAI8033486.1	FBpp0074470
OG0004266	KAI8034699.1	FBpp0300792, FBpp0300793
OG0004268	KAI8033288.1	FBpp0304669, FBpp0074456
OG0004269	KAI8034733.1	FBpp0304757, FBpp0074510
OG0004271	KAI8034703.1	FBpp0310501, FBpp0074509
OG0004272	KAI8033286.1	FBpp0074453, FBpp0290444
OG0004273	KAI8034691.1	FBpp0074555, FBpp0311889
OG0004274	KAI8034690.1	FBpp0074554, FBpp0311888
OG0004276	KAI8034695.1	FBpp0291292, FBpp0074553
OG0004277	KAI8041667.1, KAI8033273.1	FBpp0074440
OG0004278	KAI8034666.1	FBpp0292969, FBpp0074543
OG0004281	KAI8034701.1	FBpp0297991, FBpp0074537
OG0004282	KAI8044128.1	FBpp0082484
OG0004283	KAI8035573.1	FBpp0074418, FBpp0309678
OG0004284	KAI8033282.1	FBpp0074460
OG0004285	KAI8035582.1	FBpp0073968, FBpp0300347
OG0004286	KAI8034718.1	FBpp0074549, FBpp0300338
OG0004288	KAI8035554.1	FBpp0312006, FBpp0073901
OG0004289	KAI8039874.1	FBpp0073902
OG0004290	KAI8033483.1	FBpp0309972, FBpp0074466
OG0004291	KAI8035585.1	FBpp0312012, FBpp0073910
OG0004292	KAI8033489.1	FBpp0310711, FBpp0288714
OG0004293	KAI8033287.1	FBpp0304668, FBpp0304667
OG0004296	KAI8045217.1	FBpp0112316, FBpp0112315
OG0004297	KAI8042419.1	FBpp0303866, FBpp0303867
OG0004298	KAI8042854.1	FBpp0077118
OG0004299	KAI8033681.1	FBpp0077762
OG0004301	KAI8036515.1	FBpp0085388
OG0004302	KAI8044129.1	FBpp0310753, FBpp0112148
OG0004303	KAI8045658.1	FBpp0082460, FBpp0082459
OG0004304	KAI8044272.1	FBpp0305840, FBpp0081628
OG0004305	KAI8045137.1	FBpp0082089
OG0004306	KAI8046302.1	FBpp0081655, FBpp0303116
OG0004307	KAI8046507.1	FBpp0289902, FBpp0289901
OG0004308	KAI8044688.1	FBpp0310756, FBpp0099467
OG0004310	KAI8045031.1	FBpp0082740, FBpp0307944
OG0004311	KAI8046436.1	FBpp0082028, FBpp0307414
OG0004312	KAI8045032.1	FBpp0082765, FBpp0307945
OG0004313	KAI8046301.1	FBpp0081681, FBpp0310705
OG0004315	KAI8046407.1	FBpp0293269, FBpp0082724
OG0004316	KAI8044909.1	FBpp0297140, FBpp0082728
OG0004317	KAI8044970.1	FBpp0300613, FBpp0300611
OG0004318	KAI8046432.1	FBpp0082029, FBpp0307415
OG0004319	KAI8046202.1	FBpp0082806
OG0004320	KAI8044096.1	FBpp0303115, FBpp0081629
OG0004321	KAI8046293.1	FBpp0083853, FBpp0306916
OG0004322	KAI8038018.1	FBpp0300802, FBpp0300162
OG0004323	KAI8038046.1	FBpp0290221, FBpp0085262
OG0004324	KAI8038098.1	FBpp0301559, FBpp0078967
OG0004325	KAI8037966.1	FBpp0078953, FBpp0310404
OG0004326	KAI8037986.1	FBpp0289183, FBpp0311115
OG0004327	KAI8038074.1	FBpp0309502, FBpp0290395
OG0004328	KAI8038038.1	FBpp0085263
OG0004329	KAI8038009.1	FBpp0310412, FBpp0085284
OG0004331	KAI8038006.1	FBpp0310414, FBpp0085303
OG0004332	KAI8037978.1	FBpp0312102, FBpp0288761
OG0004333	KAI8045124.1	FBpp0083860, FBpp0083861
OG0004334	KAI8038095.1	FBpp0078949, FBpp0305542
OG0004335	KAI8037979.1	FBpp0305543, FBpp0078950
OG0004336	KAI8037977.1	FBpp0078951, FBpp0305544
OG0004339	KAI8037971.1	FBpp0310331, FBpp0078979
OG0004341	KAI8038084.1	FBpp0309851, FBpp0078917
OG0004342	KAI8038021.1	FBpp0303612, FBpp0078900
OG0004343	KAI8037965.1	FBpp0311570, FBpp0078969
OG0004344	KAI8038101.1	FBpp0309853, FBpp0078920
OG0004345	KAI8038102.1	FBpp0309856, FBpp0078959
OG0004346	KAI8037998.1	FBpp0304602, FBpp0078973
OG0004348	KAI8038079.1	FBpp0309852, FBpp0078918
OG0004349	KAI8037995.1	FBpp0079001
OG0004350	KAI8037987.1	FBpp0311092, FBpp0078890
OG0004352	KAI8037975.1	FBpp0078983, FBpp0303793
OG0004353	KAI8038073.1	FBpp0085251
OG0004354	KAI8038025.1	FBpp0088404, FBpp0307374
OG0004355	KAI8037985.1	FBpp0078889, FBpp0078888
OG0004356	KAI8037973.1	FBpp0312175, FBpp0078980
OG0004357	KAI8042860.1, KAI8042855.1	FBpp0112229
OG0004358	KAI8041916.1	FBpp0079713, FBpp0309221
OG0004359	KAI8042914.1	FBpp0303791, FBpp0079720
OG0004360	KAI8042787.1	FBpp0304344, FBpp0079773
OG0004361	KAI8042783.1	FBpp0100169, FBpp0100170
OG0004362	KAI8043847.1	FBpp0079725, FBpp0288668
OG0004363	KAI8042918.1	FBpp0079721, FBpp0293058
OG0004364	KAI8036489.1	FBpp0088242, FBpp0300615
OG0004365	KAI8045661.1	FBpp0311911, FBpp0112147
OG0004366	KAI8041910.1	FBpp0079693
OG0004367	KAI8037614.1	FBpp0071875
OG0004368	KAI8037504.1, KAI8037640.1	FBpp0071958
OG0004369	KAI8037496.1	FBpp0071894, FBpp0307713
OG0004370	KAI8037613.1	FBpp0071873, FBpp0302027
OG0004371	KAI8037438.1	FBpp0071883
OG0004372	KAI8033307.1	FBpp0289146, FBpp0306040
OG0004374	KAI8035610.1	FBpp0073752, FBpp0073753
OG0004375	KAI8035562.1	FBpp0074267, FBpp0306150
OG0004376	KAI8035564.1	FBpp0074268
OG0004378	KAI8035537.1	FBpp0074247, FBpp0301993
OG0004379	KAI8035620.1	FBpp0074236, FBpp0309626
OG0004380	KAI8035533.1	FBpp0074318
OG0004381	KAI8035589.1	FBpp0073756, FBpp0308816
OG0004382	KAI8035591.1	FBpp0309490, FBpp0309491
OG0004383	KAI8035630.1	FBpp0288460, FBpp0310193
OG0004384	KAI8041357.1	FBpp0091163
OG0004385	KAI8041855.1	FBpp0423052, FBpp0423053
OG0004386	KAI8041784.1	FBpp0423084
OG0004387	KAI8041175.1	FBpp0291365
OG0004388	KAI8041421.1	FBpp0075850
OG0004389	KAI8041367.1	FBpp0288748, FBpp0305001
OG0004390	KAI8044229.1	FBpp0082589, FBpp0082588
OG0004391	KAI8041572.1	FBpp0305334, FBpp0074964
OG0004392	KAI8041387.1	FBpp0074979
OG0004393	KAI8041607.1	FBpp0306247, FBpp0306248
OG0004394	KAI8041128.1	FBpp0305090, FBpp0271909
OG0004395	KAI8041346.1	FBpp0305012, FBpp0075011
OG0004396	KAI8041287.1	FBpp0074986, FBpp0291418
OG0004398	KAI8040998.1	FBpp0076460, FBpp0306212
OG0004399	KAI8041791.1	FBpp0099825, FBpp0074967
OG0004402	KAI8041419.1	FBpp0304438, FBpp0075760
OG0004403	KAI8041381.1	FBpp0074994, FBpp0074995
OG0004404	KAI8041189.1	FBpp0075837
OG0004405	KAI8041187.1	FBpp0075865, FBpp0075866
OG0004406	KAI8041569.1	FBpp0289512, FBpp0311535
OG0004407	KAI8041376.1	FBpp0074851, FBpp0305024
OG0004408	KAI8041490.1	FBpp0305845, FBpp0074952
OG0004409	KAI8041365.1	FBpp0303920, FBpp0075838
OG0004411	KAI8041339.1	FBpp0305851, FBpp0074903
OG0004414	KAI8045130.1	FBpp0290660, FBpp0083863
OG0004415	KAI8041076.1	FBpp0311792, FBpp0074865
OG0004416	KAI8041368.1	FBpp0289374
OG0004417	KAI8040975.1	FBpp0289098, FBpp0074990
OG0004418	KAI8041556.1	FBpp0305084, FBpp0074899
OG0004419	KAI8041347.1	FBpp0075012
OG0004422	KAI8041495.1	FBpp0074829, FBpp0305857
OG0004423	KAI8041352.1	FBpp0074830, FBpp0300970
OG0004424	KAI8040982.1, KAI8040976.1	FBpp0074980
OG0004425	KAI8041079.1	FBpp0288698, FBpp0312097
OG0004426	KAI8041042.1	FBpp0074822
OG0004427	KAI8041148.1	FBpp0305083, FBpp0074893
OG0004428	KAI8045663.1	FBpp0311935, FBpp0082463
OG0004429	KAI8040971.1	FBpp0074859, FBpp0311533
OG0004430	KAI8041785.1	FBpp0311536, FBpp0074946
OG0004431	KAI8041116.1	FBpp0305085, FBpp0074901
OG0004433	KAI8041519.1	FBpp0074868, FBpp0074878
OG0004434	KAI8041289.1	FBpp0111359, FBpp0312184
OG0004435	KAI8045546.1	FBpp0311446, FBpp0083102
OG0004436	KAI8045668.1	FBpp0306588, FBpp0083109
OG0004437	KAI8045552.1	FBpp0111392, FBpp0312473
OG0004438	KAI8046728.1	FBpp0428080, FBpp0112159
OG0004439	KAI8046183.1	FBpp0082814, FBpp0307989
OG0004440	KAI8044137.1	FBpp0083100
OG0004441	KAI8044076.1	FBpp0083121, FBpp0302815
OG0004442	KAI8044090.1	FBpp0310440, FBpp0088709
OG0004443	KAI8044966.1	FBpp0310441, FBpp0083133
OG0004444	KAI8044134.1	FBpp0293588, FBpp0271890
OG0004445	KAI8045423.1	FBpp0083146, FBpp0307025
OG0004446	KAI8045416.1	FBpp0082821, FBpp0089085
OG0004447	KAI8045351.1	FBpp0082110, FBpp0082111
OG0004448	KAI8045420.1	FBpp0083159, FBpp0310907
OG0004450	KAI8045302.1	FBpp0083132
OG0004452	KAI8045543.1	FBpp0305875, FBpp0082786
OG0004453	KAI8046729.1, KAI8045963.1	FBpp0083173
OG0004454	KAI8045424.1	FBpp0304806, FBpp0083149
OG0004455	KAI8043925.1	FBpp0271809
OG0004456	KAI8044049.1	FBpp0112137, FBpp0082118
OG0004457	KAI8045425.1	FBpp0083160, FBpp0304474
OG0004458	KAI8045132.1	FBpp0306807, FBpp0112317
OG0004459	KAI8044055.1	FBpp0082117
OG0004461	KAI8043870.1	FBpp0296945, FBpp0296946
OG0004463	KAI8043976.1, KAI8039825.1	FBpp0290498
OG0004464	KAI8033837.1	FBpp0113007, FBpp0289461
OG0004465	KAI8033831.1	FBpp0074226, FBpp0309486
OG0004466	KAI8033830.1	FBpp0310197, FBpp0070484
OG0004467	KAI8033707.1	FBpp0070502, FBpp0303996
OG0004468	KAI8033713.1	FBpp0070508, FBpp0304584
OG0004469	KAI8033706.1	FBpp0302614, FBpp0070506
OG0004470	KAI8033700.1	FBpp0070501, FBpp0303995
OG0004472	KAI8033816.1	FBpp0070202, FBpp0302739
OG0004474	KAI8033921.1	FBpp0070546, FBpp0070545
OG0004475	KAI8033819.1	FBpp0070200
OG0004476	KAI8033912.1	FBpp0305932, FBpp0070550
OG0004477	KAI8033914.1	FBpp0298280, FBpp0298281
OG0004478	KAI8033717.1	FBpp0070543, FBpp0303999
OG0004479	KAI8033718.1	FBpp0112979
OG0004481	KAI8033923.1	FBpp0298008, FBpp0298009
OG0004482	KAI8033714.1	FBpp0311223, FBpp0070564
OG0004484	KAI8037456.1	FBpp0085332, FBpp0311596
OG0004485	KAI8036659.1, KAI8037820.1	FBpp0293508
OG0004486	KAI8036653.1, KAI8037826.1	FBpp0075328
OG0004487	KAI8037738.1	FBpp0306211, FBpp0112245
OG0004488	KAI8036763.1	FBpp0297747, FBpp0075290
OG0004489	KAI8037864.1	FBpp0305289, FBpp0075448
OG0004490	KAI8036772.1, KAI8037942.1	FBpp0075334
OG0004491	KAI8037847.1	FBpp0289057, FBpp0301079
OG0004492	KAI8037821.1, KAI8036654.1	FBpp0075325
OG0004493	KAI8037855.1	FBpp0075343
OG0004494	KAI8037886.1	FBpp0289127
OG0004495	KAI8037705.1	FBpp0310805, FBpp0310806
OG0004497	KAI8037884.1	FBpp0075424, FBpp0306008
OG0004498	KAI8037956.1	FBpp0075353
OG0004499	KAI8037691.1	FBpp0110181, FBpp0099766
OG0004501	KAI8037945.1	FBpp0112084, FBpp0312477
OG0004502	KAI8037801.1	FBpp0075401, FBpp0312224
OG0004503	KAI8036697.1	FBpp0075332, FBpp0305237
OG0004504	KAI8037711.1	FBpp0075393, FBpp0304214
OG0004505	KAI8037734.1	FBpp0075357, FBpp0306210
OG0004506	KAI8037842.1	FBpp0075377, FBpp0301081
OG0004507	KAI8033952.1	FBpp0289458, FBpp0289459
OG0004508	KAI8034272.1	FBpp0070371, FBpp0311678
OG0004509	KAI8034284.1	FBpp0305695, FBpp0070356
OG0004510	KAI8034249.1	FBpp0311677, FBpp0070376
OG0004512	KAI8034274.1	FBpp0070374, FBpp0311676
OG0004513	KAI8036085.1	FBpp0111911, FBpp0302876
OG0004514	KAI8036059.1	FBpp0304770, FBpp0070536
OG0004515	KAI8036089.1	FBpp0074168, FBpp0312002
OG0004516	KAI8034306.1	FBpp0288524, FBpp0309616
OG0004517	KAI8036051.1	FBpp0309479, FBpp0074165
OG0004518	KAI8033956.1	FBpp0304590, FBpp0070455
OG0004519	KAI8036060.1	FBpp0293201, FBpp0070483
OG0004522	KAI8036092.1	FBpp0074221, FBpp0308827
OG0004523	KAI8036094.1	FBpp0308826, FBpp0074219
OG0004524	KAI8034278.1	FBpp0070410, FBpp0301778
OG0004525	KAI8034262.1	FBpp0070316, FBpp0310569
OG0004526	KAI8034256.1	FBpp0310568, FBpp0070303
OG0004527	KAI8033940.1	FBpp0070765, FBpp0309405
OG0004528	KAI8034303.1	FBpp0070363
OG0004529	KAI8034309.1	FBpp0070377, FBpp0309617
OG0004530	KAI8033520.1	FBpp0070405
OG0004531	KAI8034307.1	FBpp0311668, FBpp0070406
OG0004532	KAI8034302.1	FBpp0070368, FBpp0303827
OG0004533	KAI8034250.1	FBpp0304831, FBpp0070301
OG0004535	KAI8034287.1	FBpp0070346, FBpp0070347
OG0004537	KAI8033533.1	FBpp0073627, FBpp0308969
OG0004538	KAI8034285.1	FBpp0070349, FBpp0311619
OG0004539	KAI8033948.1	FBpp0312021, FBpp0312022
OG0004540	KAI8033041.1	FBpp0307386, FBpp0070134
OG0004542	KAI8034289.1	FBpp0308672, FBpp0070297
OG0004544	KAI8033950.1	FBpp0309402, FBpp0070743
OG0004545	KAI8033538.1	FBpp0309621, FBpp0070403
OG0004546	KAI8033958.1	FBpp0311759, FBpp0070479
OG0004547	KAI8033040.1	FBpp0070133, FBpp0311620
OG0004548	KAI8036098.1	FBpp0309091, FBpp0289932
OG0004549	KAI8033967.1	FBpp0309431, FBpp0070747
OG0004550	KAI8036024.1	FBpp0074206, FBpp0074205
OG0004551	KAI8036058.1	FBpp0288475, FBpp0074261
OG0004552	KAI8034254.1	FBpp0089217, FBpp0070336
OG0004554	KAI8033524.1	FBpp0073606, FBpp0309846
OG0004555	KAI8033525.1	FBpp0073620
OG0004556	KAI8036100.1	FBpp0070429, FBpp0297988
OG0004557	KAI8033964.1	FBpp0070746, FBpp0311776
OG0004558	KAI8033527.1	FBpp0312198, FBpp0073597
OG0004559	KAI8033963.1	FBpp0309767, FBpp0099911
OG0004560	KAI8034351.1	FBpp0310828, FBpp0310829
OG0004562	KAI8035236.1	FBpp0311875, FBpp0071139
OG0004563	KAI8034561.1, KAI8034583.1	FBpp0111916
OG0004564	KAI8034342.1	FBpp0302579, FBpp0073631
OG0004565	KAI8034575.1	FBpp0311918, FBpp0074392
OG0004566	KAI8033256.1	FBpp0423083
OG0004567	KAI8033254.1	FBpp0074356, FBpp0312041
OG0004568	KAI8036226.1	FBpp0071169, FBpp0303873
OG0004569	KAI8036227.1	FBpp0304379, FBpp0075770
OG0004570	KAI8036195.1	FBpp0423043, FBpp0071207
OG0004571	KAI8036200.1	FBpp0305780, FBpp0071208
OG0004572	KAI8034573.1	FBpp0305938, FBpp0305940
OG0004573	KAI8035217.1	FBpp0298284, FBpp0071127
OG0004574	KAI8036210.1	FBpp0309608, FBpp0070596
OG0004575	KAI8035206.1	FBpp0070934
OG0004576	KAI8036223.1	FBpp0305496, FBpp0071284
OG0004577	KAI8034609.1	FBpp0074410
OG0004578	KAI8036154.1	FBpp0305388, FBpp0070636
OG0004581	KAI8034580.1	FBpp0074331, FBpp0312205
OG0004582	KAI8033236.1	FBpp0310620, FBpp0073870
OG0004583	KAI8033232.1	FBpp0073875, FBpp0073874
OG0004584	KAI8035221.1	FBpp0071128, FBpp0071129
OG0004586	KAI8035224.1	FBpp0311239, FBpp0071131
OG0004588	KAI8034337.1	FBpp0073610, FBpp0290774
OG0004590	KAI8036222.1	FBpp0071234
OG0004591	KAI8036133.1	FBpp0311991, FBpp0071198
OG0004592	KAI8036122.1	FBpp0071211, FBpp0305783
OG0004593	KAI8034559.1	FBpp0074432, FBpp0074431
OG0004594	KAI8036169.1	FBpp0071170, FBpp0311872
OG0004595	KAI8035235.1	FBpp0071140, FBpp0309145
OG0004596	KAI8033223.1	FBpp0074424, FBpp0305362
OG0004597	KAI8033219.1	FBpp0074414
OG0004598	KAI8034356.1	FBpp0073618, FBpp0309847
OG0004599	KAI8035178.1	FBpp0071083, FBpp0303850
OG0004600	KAI8035170.1	FBpp0071102, FBpp0308752
OG0004602	KAI8034345.1	FBpp0073636, FBpp0311349
OG0004603	KAI8036212.1	FBpp0305943, FBpp0071285
OG0004604	KAI8036167.1	FBpp0071166, FBpp0304117
OG0004605	KAI8034577.1	FBpp0288441, FBpp0304652
OG0004607	KAI8036193.1	FBpp0305659, FBpp0071237
OG0004609	KAI8036209.1	FBpp0070595
OG0004610	KAI8034587.1	FBpp0074380, FBpp0074381
OG0004611	KAI8034591.1	FBpp0074393, FBpp0309326
OG0004612	KAI8034582.1	FBpp0074375
OG0004613	KAI8036203.1	FBpp0304872, FBpp0071164
OG0004614	KAI8034586.1	FBpp0074374, FBpp0309669
OG0004616	KAI8036158.1	FBpp0304869, FBpp0071239
OG0004617	KAI8034564.1	FBpp0074399
OG0004618	KAI8034352.1	FBpp0073363, FBpp0309258
OG0004620	KAI8044977.1	FBpp0302813, FBpp0083920
OG0004622	KAI8043873.1	FBpp0083911, FBpp0423269
OG0004623	KAI8044921.1	FBpp0081817
OG0004624	KAI8046847.1	FBpp0083893, FBpp0289873
OG0004626	KAI8045974.1	FBpp0111395, FBpp0307405
OG0004628	KAI8046637.1	FBpp0306262, FBpp0306261
OG0004631	KAI8046447.1	FBpp0293087, FBpp0083970
OG0004632	KAI8046444.1	FBpp0083969
OG0004633	KAI8045976.1	FBpp0083208, FBpp0083209
OG0004634	KAI8046753.1	FBpp0083025, FBpp0312513
OG0004636	KAI8044378.1	FBpp0306422, FBpp0083226
OG0004637	KAI8046417.1	FBpp0307575, FBpp0083039
OG0004638	KAI8046026.1	FBpp0083244
OG0004641	KAI8044258.1	FBpp0083232, FBpp0310690
OG0004642	KAI8044882.1	FBpp0289506
OG0004643	KAI8044596.1	FBpp0423046
OG0004644	KAI8046090.1	FBpp0082151
OG0004645	KAI8046085.1	FBpp0082157
OG0004646	KAI8044926.1	FBpp0081848, FBpp0307208
OG0004647	KAI8046688.1	FBpp0083989, FBpp0306666
OG0004648	KAI8044003.1	FBpp0081815, FBpp0307203
OG0004650	KAI8046419.1	FBpp0100079, FBpp0100080
OG0004651	KAI8046418.1	FBpp0289480, FBpp0099676
OG0004652	KAI8036493.1	FBpp0298308
OG0004654	KAI8043996.1	FBpp0110105, FBpp0290292
OG0004656	KAI8046534.1	FBpp0083945, FBpp0083234
OG0004657	KAI8044924.1	FBpp0081846, FBpp0081845
OG0004658	KAI8045092.1	FBpp0099419
OG0004659	KAI8045141.1	FBpp0082979, FBpp0307571
OG0004660	KAI8045772.1	FBpp0288806
OG0004661	KAI8044928.1	FBpp0307759, FBpp0081822
OG0004662	KAI8044927.1	FBpp0081823, FBpp0291742
OG0004663	KAI8046759.1	FBpp0082993
OG0004664	KAI8045241.1	FBpp0311982, FBpp0083906
OG0004666	KAI8044682.1	FBpp0307204, FBpp0081816
OG0004667	KAI8044974.1	FBpp0308350, FBpp0083928
OG0004668	KAI8046021.1	FBpp0099666, FBpp0099667
OG0004671	KAI8046692.1	FBpp0082427, FBpp0082426
OG0004672	KAI8045089.1	FBpp0082433
OG0004674	KAI8044827.1	FBpp0082964
OG0004675	KAI8046567.1	FBpp0083297, FBpp0083296
OG0004676	KAI8046560.1	FBpp0424325, FBpp0424326
OG0004677	KAI8045051.1	FBpp0083009, FBpp0312051
OG0004679	KAI8033455.1	FBpp0310165, FBpp0070117
OG0004680	KAI8033408.1	FBpp0070389, FBpp0305877
OG0004681	KAI8034079.1	FBpp0073690, FBpp0293121
OG0004682	KAI8041524.1, KAI8033145.1	FBpp0070068
OG0004683	KAI8034070.1	FBpp0309843, FBpp0073745
OG0004684	KAI8033157.1	FBpp0309170, FBpp0070126
OG0004685	KAI8033613.1	FBpp0309092, FBpp0070432
OG0004686	KAI8033400.1	FBpp0073718, FBpp0073717
OG0004687	KAI8036165.1	FBpp0070622
OG0004688	KAI8035495.1	FBpp0099653, FBpp0070648
OG0004689	KAI8035505.1	FBpp0070642, FBpp0301042
OG0004690	KAI8035510.1	FBpp0310135, FBpp0070653
OG0004691	KAI8034069.1	FBpp0073714, FBpp0073715
OG0004692	KAI8033399.1	FBpp0070395, FBpp0290016
OG0004693	KAI8035498.1	FBpp0070651, FBpp0070652
OG0004694	KAI8033544.1	FBpp0303429, FBpp0073844
OG0004695	KAI8033461.1	FBpp0308369, FBpp0084476
